State Name,District Name,Market Name,Variety,Group,yield,min_price,max_price,model_price,Date
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,103,1200,1500,1400,21-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,115,1100,1400,1300,20-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,105,1000,1300,1200,19-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,110,1000,1280,1100,18-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,120,950,1200,1100,16-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,110,1100,1400,1300,15-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,129,1000,1280,1100,14-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,120,1100,1400,1300,13-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,125,1000,1200,1100,12-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,97,1000,1200,1100,11-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,95,1000,1200,1100,10-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,98,1000,1200,1100,09-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,120,900,1100,1050,08-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,135,650,880,750,07-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,145,800,1050,900,06-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,125,800,1050,900,05-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,139,800,1000,900,04-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,119,900,1150,1000,03-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,119,800,1000,900,02-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,149,900,1150,1000,01-Sep-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,130,900,1250,1100,31-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,135,900,1200,1100,30-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,110,900,1200,1100,29-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,125,900,1200,1100,28-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,130,1400,1650,1550,27-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,115,1600,1900,1750,26-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,110,1700,1950,1800,25-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,139,1200,1600,1400,24-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,132,1100,1400,1300,23-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,85,900,1200,1100,22-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,103,950,1250,1150,21-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,135,900,1200,1100,20-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,131,850,1150,1050,19-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,120,900,1200,1100,18-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,117,750,1100,950,17-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,118,700,1000,900,16-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,126,600,900,750,15-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,135,600,850,700,14-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,122,600,850,700,13-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,100,700,950,850,12-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,92,900,1200,1100,11-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,113,700,900,800,10-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,126,600,750,690,09-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,123,700,950,850,08-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,121,600,800,700,07-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,115,600,800,700,06-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,112,650,900,800,05-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,105,700,950,850,04-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,113,550,750,650,03-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,125,550,750,650,02-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,110,900,1200,1100,01-Aug-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,133,900,1200,1100,31-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,135,900,1200,1100,30-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,126,900,1200,1100,29-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,110,1400,1700,1600,28-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,129,1400,1700,1600,27-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,114,1400,1800,1700,26-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,103,1500,1900,1800,25-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,129,1600,2000,1900,24-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,120,1900,2300,2200,23-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,125,1700,2000,1900,22-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,139,1900,2200,2100,21-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,145,2200,2500,2400,20-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,129,2500,2800,2700,19-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,135,2600,2900,2800,17-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,110,2500,2800,2700,16-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,95,2700,3100,3000,15-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,120,2900,3200,3100,14-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,135,2600,3150,2950,13-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,129,2400,3000,2700,12-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,125,1900,2400,2200,11-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,125,1900,2400,2200,10-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,119,2300,2800,2600,09-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,112,2400,3000,2800,08-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,110,2400,3000,2800,07-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,105,1900,2400,2200,06-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,130,1900,2300,2150,05-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,103,1800,2200,2100,04-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,22.3,1500,2000,1700,03-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,125,1400,1800,1600,02-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,119,1400,1800,1600,01-Jul-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,140,1700,2100,1950,30-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,149,1900,2400,2200,29-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,137,1900,2400,2200,28-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,98,1700,2200,2000,27-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,125,1700,2200,2000,26-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,119,1900,2400,2200,25-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,125,2100,2700,2500,24-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,110,2000,2600,2400,23-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,140,2000,2600,2400,22-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,149,1700,2200,2000,21-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,130,1400,1880,1600,20-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,135,1400,1800,1600,19-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,130,1200,1600,1400,18-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,149,1500,2000,1700,17-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,160,1700,2200,2000,16-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,145,1400,1800,1600,15-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,165,1400,1900,1700,14-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,103,1900,2400,2200,13-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,123,2000,2600,2400,12-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,118,1600,2000,1800,11-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,127,1500,1800,1600,10-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,120,1400,1750,1600,09-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,135,1400,1750,1600,08-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,119,1400,1750,1600,07-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,140,1200,1600,1400,06-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,148,1200,1600,1400,05-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,143,1200,1600,1400,04-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,135,1000,1400,1200,03-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,129,1000,1400,1200,02-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,98,1000,1400,1200,01-Jun-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,110,1200,1600,1400,31-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,90,1400,1800,1600,30-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,135,1200,1600,1400,29-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,125,1400,1800,1600,28-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,119,1500,2000,1800,27-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,110,2000,2400,2200,26-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,103,3000,3600,3400,25-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,90,3000,3600,3400,24-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,75,2600,3200,3000,23-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,79,2800,3400,3100,22-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,70,3000,3800,3500,21-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,80,2500,3000,2800,20-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,93,1500,2000,1800,19-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,97,1300,1700,1500,18-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,90,1300,1700,1500,17-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,55,1250,1650,1500,16-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,87,1300,1700,1500,15-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,75,1300,1700,1500,14-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,85,1300,1700,1500,13-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,75,1300,1800,1600,12-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,78,1300,1800,1600,11-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,73,1300,1700,1500,10-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,75,1300,1700,1500,09-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,90,1200,1600,1500,08-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,79,1700,2200,2000,07-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,63,1700,2200,2000,06-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,58,1700,2200,2000,05-May-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,87,1300,1600,1450,30-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,55,1000,1280,1100,29-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,139,1200,1500,1400,28-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,57,1500,1800,1700,27-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,85,1600,1900,1750,26-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,77,1500,1800,1700,25-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,59,1500,1800,1700,24-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,80,1400,1600,1500,23-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,75,1500,1800,1700,22-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,52,1500,1800,1700,21-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,1500,1800,1700,20-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,55,800,1200,1050,19-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,700,880,790,18-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,66,700,880,790,17-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,49,700,840,770,16-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,79,700,880,790,15-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,75,700,840,770,14-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,69,800,950,880,13-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,60,800,950,880,12-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,40,600,780,700,11-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,55,680,800,750,10-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,43,700,880,800,09-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,52,700,880,800,08-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,49,780,920,850,07-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,49,500,600,560,06-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,500,680,600,05-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,40,350,480,420,04-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,52,350,480,420,03-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,400,520,480,02-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,55,500,680,600,01-Apr-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,43,400,550,500,31-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,41,480,600,550,30-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,40,500,640,580,29-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,55,500,680,600,28-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,500,680,600,27-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,500,680,600,26-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,50,350,480,400,25-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,480,600,550,24-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,39,780,920,850,23-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,22,800,1000,900,22-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,65,430,560,500,20-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,430,560,500,19-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,60,430,560,500,18-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,42,450,600,550,17-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,47,430,560,500,16-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,400,500,470,15-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,400,500,470,14-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,40,400,520,490,13-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,400,500,470,12-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,50,400,500,470,11-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,55,330,450,400,10-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,49,400,500,470,09-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,40,450,520,480,08-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,30,450,520,480,07-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,40,400,500,470,06-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,300,400,350,05-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,40,300,400,350,04-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,65,400,500,470,03-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,480,600,550,02-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,50,500,650,580,01-Mar-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,45,400,560,490,28-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,55,400,550,480,27-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,65,400,550,480,26-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,65,400,550,480,25-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,63,400,550,480,24-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,58,480,600,550,23-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,60,500,650,580,22-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,70,500,650,580,21-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,65,600,800,700,20-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,50,850,1000,940,17-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,65,650,840,760,16-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,59,630,800,740,15-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,58,630,800,740,14-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,65,600,760,700,13-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,60,600,760,700,12-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,85,600,800,700,11-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,105,650,830,750,10-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,80,800,1000,900,09-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,75,900,1100,1000,08-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,70,800,1000,900,07-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,90,650,830,750,06-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,85,750,950,880,05-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,130,600,750,680,04-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,130,450,600,540,03-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,140,580,730,650,02-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,125,650,830,750,01-Feb-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,120,650,830,750,31-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,128,650,800,720,30-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,139,650,800,720,29-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,130,500,650,580,28-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,270,650,800,720,27-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,105,750,930,850,22-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,130,750,930,850,21-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,135,600,740,680,20-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,265,850,1000,950,19-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,216,850,1000,950,18-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,30,850,1000,950,16-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,80,950,1150,1000,15-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,100,700,900,800,14-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,130,800,1000,900,13-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,222,800,1000,900,12-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,231,700,900,800,11-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,220,650,830,750,10-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,220,600,800,700,09-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,239,700,900,800,08-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,223,800,1100,1000,07-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,179,800,1100,1000,06-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,240,750,1000,900,05-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,139,800,1100,1000,04-Jan-15
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,130,900,1200,1100,03-Jan-15
